id,hd_image,ld_image,datasheet,footprint,manufacturer_part_number,quantity_available,unit_price,manufacturer,description,packaging,series,part_status,minimum_quantity,original,component_id,part_id,model,created_at,updated_at
, *, *, *, *,60pF,0,0,Samsung Electronics,CAP CER60pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,106,,,
, *, *, *, *,270pF,0,0,Samsung Electronics,CAP CER270pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,107,,,
, *, *, *, *,1.2nF,0,0,Samsung Electronics,CAP CER1.2nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,108,,,
, *, *, *, *,180pF,0,0,Samsung Electronics,CAP CER180pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,109,,,
, *, *, *, *,750pF,0,0,Samsung Electronics,CAP CER750pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,110,,,
, *, *, *, *,680pF,0,0,Samsung Electronics,CAP CER680pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,111,,,
, *, *, *, *,0.82pF,0,0,Samsung Electronics,CAP CER0.82pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,112,,,
, *, *, *, *,39nF,0,0,Samsung Electronics,CAP CER39nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,113,,,
, *, *, *, *,300pF,0,0,Samsung Electronics,CAP CER300pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,114,,,
, *, *, *, *,27pF,0,0,Samsung Electronics,CAP CER27pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,115,,,
, *, *, *, *,2.5pF,0,0,Samsung Electronics,CAP CER2.5pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,116,,,
, *, *, *, *,5.6nF,0,0,Samsung Electronics,CAP CER5.6nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,117,,,
, *, *, *, *,14pF,0,0,Samsung Electronics,CAP CER14pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,118,,,
, *, *, *, *,22nF,0,0,Samsung Electronics,CAP CER22nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,119,,,
, *, *, *, *,680nF,0,0,Samsung Electronics,CAP CER680nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,120,,,
, *, *, *, *,750nF,0,0,Samsung Electronics,CAP CER750nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,121,,,
, *, *, *, *,560nF,0,0,Samsung Electronics,CAP CER560nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,122,,,
, *, *, *, *,17pF,0,0,Samsung Electronics,CAP CER17pF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,123,,,
, *, *, *, *,68n50VS0805,0,0,Samsung Electronics,CAP CER68n50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,124,,,
, *, *, *, *,150nF,0,0,Samsung Electronics,CAP CER150nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,125,,,
, *, *, *, *,560pF,0,0,Samsung Electronics,CAP CER560pF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,126,,,
, *, *, *, *,56pF,0,0,Samsung Electronics,CAP CER56pF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,127,,,
, *, *, *, *,10pF,0,0,Samsung Electronics,CAP CER10pF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,128,,,
, *, *, *, *,1.5nF,0,0,Samsung Electronics,CAP CER1.5nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,129,,,
, *, *, *, *,7pF,0,0,Samsung Electronics,CAP CER7pF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,130,,,
, *, *, *, *,270pf50VS0805,0,0,Samsung Electronics,CAP CER270pf50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,131,,,
, *, *, *, *,120nF,0,0,Samsung Electronics,CAP CER120nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,132,,,
, *, *, *, *,6.8nf50VS0805,0,0,Samsung Electronics,CAP CER6.8nf50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,133,,,
, *, *, *, *,200p50VS0805,0,0,Samsung Electronics,CAP CER200p50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,134,,,
, *, *, *, *,1.2nF,0,0,Samsung Electronics,CAP CER1.2nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,135,,,
, *, *, *, *,680pF,0,0,Samsung Electronics,CAP CER680pF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,136,,,
, *, *, *, *,1.5nF,0,0,Samsung Electronics,CAP CER1.5nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,137,,,
, *, *, *, *,39nF,0,0,Samsung Electronics,CAP CER39nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,138,,,
, *, *, *, *,270nF,0,0,Samsung Electronics,CAP CER270nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,139,,,
, *, *, *, *,56nF,0,0,Samsung Electronics,CAP CER56nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,140,,,
, *, *, *, *,8.2nF,0,0,Samsung Electronics,CAP CER8.2nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,141,,,
, *, *, *, *,560nF,0,0,Samsung Electronics,CAP CER560nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,142,,,
, *, *, *, *,390nF,0,0,Samsung Electronics,CAP CER390nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,143,,,
, *, *, *, *,680nF,0,0,Samsung Electronics,CAP CER680nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,144,,,
, *, *, *, *,1.5nF,0,0,Samsung Electronics,CAP CER1.5nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,145,,,
, *, *, *, *,390pF,0,0,Samsung Electronics,CAP CER390pF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,146,,,
, *, *, *, *,8.2pF,0,0,Samsung Electronics,CAP CER8.2pF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,147,,,
, *, *, *, *,360pF,0,0,Samsung Electronics,CAP CER360pF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,148,,,
, *, *, *, *,27nF,0,0,Samsung Electronics,CAP CER27nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,149,,,
, *, *, *, *,39nF,0,0,Samsung Electronics,CAP CER39nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,150,,,
, *, *, *, *,470pF,0,0,Samsung Electronics,CAP CER470pF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,151,,,
, *, *, *, *,330nF,0,0,Samsung Electronics,CAP CER330nF 50V X7R 1206,Cut Tape (CT), - ,Active,50,,9,152,,,
, *, *, *, *,0.68pF,0,0,Samsung Electronics,CAP CER0.68pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,153,,,
, *, *, *, *,0.56pF,0,0,Samsung Electronics,CAP CER0.56pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,154,,,
, *, *, *, *,560pF,0,0,Samsung Electronics,CAP CER560pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,155,,,
, *, *, *, *,75pF,0,0,Samsung Electronics,CAP CER75pF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,156,,,
, *, *, *, *,82nF,0,0,Samsung Electronics,CAP CER82nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,157,,,
, *, *, *, *,27nF,0,0,Samsung Electronics,CAP CER27nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,158,,,
, *, *, *, *,6.8nF,0,0,Samsung Electronics,CAP CER6.8nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,159,,,
, *, *, *, *,56nF,0,0,Samsung Electronics,CAP CER56nF 50V X7R 0603,Cut Tape (CT), - ,Active,50,,9,160,,,
, *, *, *, *,330pf50VS0805,0,0,Samsung Electronics,CAP CER330pf50VS0805 V X7R 0805,Cut Tape (CT), - ,Active,50,,9,161,,,
, *, *, *, *,200nF,0,0,Samsung Electronics,CAP CER200nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,162,,,
, *, *, *, *,51nF,0,0,Samsung Electronics,CAP CER51nF 50V X7R 0805,Cut Tape (CT), - ,Active,50,,9,163,,,
