Plug* Female Sockets,24,24,1,0.150" (3.81mm),-,180°,Screwless - IDC,Free Hanging (In-Line),-,-,5A,300V,20-22 AWG,-,Green,-40°C ~ 115°C,Tin,-,
Type Header* Male Pins* Shrouded (4 Side),Number of Positions 3,Positions Per Level 3,Number of Levels 1,Pitch 0.197" (5.00mm),Header Orientation 90°* Right Angle,Plug Wire Entry -,Termination Style -,Mounting Type Solder,Current - IEC -,Voltage - UL 300V,Wire Gauge or Range - AWG -,Wire Gauge or Range - mm² -,Color -,Operating Temperature -30°C ~ 105°C,Contact Mating Finish -,Features -,Material Flammability Rating -,Ingress Protection -,Screw Size -,Torque - Screw -,Wire Strip Length -,Contact Material -,Housing Material Polyamide (PA)* Nylon,Contact Tail Length 0.138" (3.50mm),
