Ambient,-,Yes,I²C,1.71 V ~ 3.6 V,-40°C ~ 85°C,Surface Mount,10-WFQFN,10-QFN (2x2),
Ambient,-,Yes,I²C,1.71 V ~ 3.6 V,-40°C ~ 85°C,Surface Mount,10-WFQFN,10-QFN (2x2),
