Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,150 ms Minimum,2.925V,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,150 ms Minimum,2.625V,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,150 ms Minimum,2.925V,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,140 ms Minimum,2.9V,-40°C ~ 125°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,Adjustable/Selectable,4.5V,-40°C ~ 125°C (TA),Surface Mount,SOT-23-5 Thin* TSOT-23-5,5-TSOP
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,140 ms Minimum,2.32V,-40°C ~ 105°C (TJ),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3 (TO-236)
Simple Reset/Power-On Reset,1,-,Active High,140 ms Minimum,4.65V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Smart ON/OFF Controller,1,Open Drain or Open Collector,Active Low,-,3.3V,-40°C ~ 85°C (TA),Surface Mount,12-WFDFN,12-TDFN (2x3)
Smart ON/OFF Controller,1,Open Drain or Open Collector,Active Low,240 ms Minimum,3.3V,-40°C ~ 85°C (TA),Surface Mount,12-WFDFN,12-TDFN (2x3)
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active Low,140 ms Minimum,4.63V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SO
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active Low,140 ms Minimum,4.38V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active Low,140 ms Minimum,3.08V,-40°C ~ 85°C (TA),Surface Mount,TO-253-4* TO-253AA,SOT-143-4
Simple Reset/Power-On Reset,1,Push-Pull* Totem Pole,Active High,140 ms Minimum,4.63V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SO
Watchdog Circuit,1,Open Drain or Open Collector,Active Low,2.3 ms Minimum,-,-40°C ~ 125°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Watchdog Circuit,1,Open Drain or Open Collector,Active Low,1.12 s Minimum,-,-40°C ~ 125°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Watchdog Circuit,1,Open Drain or Open Collector,Active Low,5.1 ms Minimum,-,-40°C ~ 125°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Watchdog Circuit,1,Open Drain or Open Collector,Active Low,1.12 s Minimum,-,-40°C ~ 125°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Watchdog Circuit,1,Open Drain or Open Collector,Active Low,1.12 s Minimum,-,-40°C ~ 125°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Simple Reset/Power-On Reset,1,Open Drain or Open Collector,Active Low,10 µs Maximum Propagation Delay,Adjustable/Selectable,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.209""* 5.30mm Width)",8-SO
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,1 µs Maximum Propagation Delay,2.53V,0°C ~ 70°C (TA),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,1 µs Maximum Propagation Delay,4.55V,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Simple Reset/Power-On Reset,1,Complementary,Active High/Active Low,1 µs Maximum Propagation Delay,4.55V,-40°C ~ 85°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
