-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Header,Male Pin,0.118" (3.00mm),14,2,0.118" (3.00mm),All,Board to Cable/Wire,Shrouded - 4 Wall,Through Hole,Solder,Locking Ramp,-,0.083" (2.11mm),-,0.390" (9.90mm),Square,Tin,100.0µin (2.54µm),Tin,Copper Alloy,Liquid Crystal Polymer (LCP),Board Guide* Board Lock,-,-,UL94 V-0,Black,-,-,

