 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 4.7uF 20% 20V  C,Cut Tape (CT),TAJ,Active,10,232,102,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 220uF 20% 16V  D,Cut Tape (CT),TAJ,Active,10,232,103,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 68uF 20% 6.3V  A,Cut Tape (CT),TAJ,Active,10,232,104,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 3.3uF 20% 20V  B,Cut Tape (CT),TAJ,Active,10,232,105,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 220uF 20% 16V  E,Cut Tape (CT),TAJ,Active,10,232,106,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 6.8uF 20% 16V  A,Cut Tape (CT),TAJ,Active,10,232,107,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 150uF 20% 10V  D,Cut Tape (CT),TAJ,Active,10,232,108,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 47uF 20% 16V  D,Cut Tape (CT),TAJ,Active,10,232,109,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 2.2uF 20% 16V  B,Cut Tape (CT),TAJ,Active,10,232,110,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 4.7uF 20% 20V  B,Cut Tape (CT),TAJ,Active,10,232,111,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 4.7uF 20% 25V  C,Cut Tape (CT),TAJ,Active,10,232,112,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 2.2uF 20% 50V  D,Cut Tape (CT),TAJ,Active,10,232,113,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 4.7uF 20% 50V  D,Cut Tape (CT),TAJ,Active,10,232,114,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 330uF 20% 6.3V  D,Cut Tape (CT),TAJ,Active,10,232,115,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 1000u6.3VTE 20% V  E,Cut Tape (CT),TAJ,Active,10,232,116,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 220nF 20% 35V  A,Cut Tape (CT),TAJ,Active,10,232,117,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 470nF 20% 25V  A,Cut Tape (CT),TAJ,Active,10,232,118,
 *, *, *,TAJeRNJ,0,0,AVX Corporation,CAP TANT 33uF 20% 6.3V  B,Cut Tape (CT),TAJ,Active,10,232,119,
