Digital* Local,-40°C ~ 125°C,-,I²C,2.7 V ~ 5.5 V,10 b,Output Switch* Programmable Limit* Shutdown Mode,±2°C (±3°C),25°C (-40°C ~ 125°C),-40°C ~ 125°C,Surface Mount,16-SOIC (0.154"* 3.90mm Width),16-SOIC,
Digital* Local,-40°C ~ 125°C,-,I²C,2.7 V ~ 5.5 V,10 b,Output Switch* Programmable Limit* Shutdown Mode,±2°C (±3°C),25°C (-40°C ~ 125°C),-40°C ~ 125°C,Surface Mount,16-TSSOP (0.173"* 4.40mm Width),16-TSSOP,
Digital* Local,-40°C ~ 85°C,-,SPI,2.7 V ~ 5.5 V,9 b,Output Switch,±2.25°C (±3°C),25°C (-40°C ~ 85°C),-55°C ~ 125°C,Surface Mount,16-SOIC (0.154"* 3.90mm Width),16-SOIC,
