0.56pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
560pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
75pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
82nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
27nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
6.8nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
56nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
330pf50VS0805,10%,V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
200nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
51nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
1.2nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
150nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
220pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
30pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
8.2nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
390pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
560pf50VS0805,10%,V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
27nf50VS0805,10%,V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
180n50VS0805,10%,V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
330nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
5pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
0.47pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
820pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
390nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
820nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
1.8nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
180pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
68nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
68nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
470nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
15p50VS0805,10%,V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
470pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
5.6nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
200pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
2.2nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
510pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
2nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
470pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
330pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
330nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
2.2nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
220nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
150nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
220nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
2.2nf50VS0805,10%,V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
470nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
220nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
470nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
330n50VS0805,10%,V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
10nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
100nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
0.5pF,10%,25V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0402,0.039 L x 0.020 W (1.00mm x 0.50mm), - , - , - , - ,
27pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
3.3pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
100nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
82pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
82pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
62pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
6.8pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0201, - , - , - , - ,
5.6pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
3.3nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
25pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
25pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
2.7pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
2.7pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
2.5pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
2.5pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
2.2pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
16pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
1.8pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
1.2pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
3pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
8pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
68pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
39pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
22nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
15nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
13pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
12nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
12nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
24pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
24pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
4.7pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
4.7pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
4.7pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
2pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
18nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
150pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
150pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
120pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
120nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
1.5pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
5pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
18nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
22uF,10%,6.3V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
100uF,10%,6.3V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
4.7uF,10%,16V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
1uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
22uF,10%,16V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
10uF,10%,6.3V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
2.2uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
10uF,10%,16V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
10uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
2.2uF,10%,10V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
3.3uF,10%,25V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
2.2uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
100uF,10%,10V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
1uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
10uF,10%,16V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
33nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
62pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
16pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
16pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
13pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
160pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
3.9pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
120pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
110pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
22uF,10%,35V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
10uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
10uF,10%, 1210,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,, - , - , - , - ,
1uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
27pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
3.3pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
2.7nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
6pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
6.8pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
51pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
5.6pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
43pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
43pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
1.2pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
0.5pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
1pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
68pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
39pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
39pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
13pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
3.9pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
15pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
12pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
1.5pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
56pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
27pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
15nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,1206,0.126 L x 0.063 W (3.20mm x 1.60mm), - , - , - , - ,
4.7uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
4.7nF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
3pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
47pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,01206, - , - , - , - ,
2pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
130pF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
10uF,10%,25V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0805,0.079 L x 0.049 W (2.00mm x 1.25mm), - , - , - , - ,
4.7uF,10%,50V,X7R,-55°C ~ 100°C, - , - ,General Purpose, - ,Surface Mount, MLCC,0603,0.064 L x 0.035 W (1.63mm x 0.89mm), - , - , - , - ,
