Step-Down,Positive,Buck,Fixed,1,6.5V,40V,3.3V,-,500mA,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Fixed,1,6.5V,40V,5V,-,500mA,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Adjustable,1,6.5V,40V,1.21V,37V,1A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,16-WFDFN Exposed Pad,16-WSON (5x5)
Step-Down,Positive,Buck,Fixed,1,6.5V,40V,12V,-,1A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Adjustable,1,6.5V,40V,1.21V,37V,1A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Fixed,1,6.5V,40V,5V,-,500mA,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Adjustable,1,6.5V,40V,1.2V,37V,500mA,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Fixed,1,6.5V,40V,5V,-,500mA,260kHz,No,-40°C ~ 125°C (TJ),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Step-Down,Positive,Buck,Fixed,1,6.5V,40V,5V,-,1A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Adjustable,1,6.5V,40V,1.21V,37V,1A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Adjustable,1,6.5V,40V,1.21V,37V,1A,260kHz,No,-40°C ~ 125°C (TJ),Through Hole,"8-DIP (0.300""* 7.62mm)",8-PDIP
Step-Down,Positive,Buck,Fixed,1,8V,40V,3.3V,-,3A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,TO-263-8* D²Pak (7 Leads + Tab)* TO-263CA,DDPAK/TO-263-7
Step-Down,Positive,Buck,Fixed,1,8V,40V,5V,-,3A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,TO-263-8* D²Pak (7 Leads + Tab)* TO-263CA,DDPAK/TO-263-7
Step-Down,Positive,Buck,Fixed,1,8V,40V,5V,-,3A,260kHz,No,-40°C ~ 125°C (TJ),Through Hole,TO-220-7 (Formed Leads),TO-220-7
Step-Down,Positive,Buck,Adjustable,1,8V,40V,1.21V,37V,5A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,TO-263-8* D²Pak (7 Leads + Tab)* TO-263CA,DDPAK/TO-263-7
Step-Down,Positive,Buck,Fixed,1,8V,40V,5V,-,5A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,TO-263-8* D²Pak (7 Leads + Tab)* TO-263CA,DDPAK/TO-263-7
Step-Down,Positive,Buck,Adjustable,1,8V,40V,1.21V,37V,5A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,TO-263-8* D²Pak (7 Leads + Tab)* TO-263CA,DDPAK/TO-263-7
Step-Down,Positive,Buck,Fixed,1,8V,40V,5V,-,5A,260kHz,No,-40°C ~ 125°C (TJ),Through Hole,TO-220-7 (Formed Leads),TO-220-7
Step-Down,Positive,Buck,Fixed,1,8V,40V,5V,-,5A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,TO-263-8* D²Pak (7 Leads + Tab)* TO-263CA,DDPAK/TO-263-7
Step-Down,Positive,Buck,Adjustable,1,8V,40V,1.21V,37V,5A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,TO-263-8* D²Pak (7 Leads + Tab)* TO-263CA,DDPAK/TO-263-7
Step-Down,Positive,Buck,Adjustable,1,8V,40V,1.21V,37V,5A,260kHz,No,-40°C ~ 125°C (TJ),Surface Mount,TO-263-8* D²Pak (7 Leads + Tab)* TO-263CA,DDPAK/TO-263-7
Step-Down,Positive,Buck,Adjustable,1,4.5V,24V,1.254V,20V,3A,100kHz ~ 500kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"16-TSSOP (0.173""* 4.40mm Width) Exposed Pad",16-HTSSOP
Step-Up* Step-Up/Step-Down,Positive or Negative,Boost* SEPIC,Adjustable,1,2.2V,12V,2.2V,17.5V,1.35A (Switch),600kHz* 1.25MHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-VSSOP
Step-Up,Positive,Boost,Adjustable,1,2.7V,14V,5V,28V,800mA (Switch),1.6MHz,No,-40°C ~ 125°C (TJ),Surface Mount,SC-74A* SOT-753,SOT-23-5
Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,1.2V,-,2A,1.5MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-TSSOP (0.173""* 4.40mm Width) Exposed Pad",14-HTSSOP
Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,2.5V,-,2A,1.5MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-TSSOP (0.173""* 4.40mm Width) Exposed Pad",14-HTSSOP
Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,1.8V,-,2A,500kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-TSSOP (0.173""* 4.40mm Width) Exposed Pad",14-HTSSOP
Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,2.5V,-,2A,500kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-TSSOP (0.173""* 4.40mm Width) Exposed Pad",14-HTSSOP
Step-Down,Positive,Buck,Fixed,1,2.85V,5.5V,3.3V,-,2A,500kHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"14-TSSOP (0.173""* 4.40mm Width) Exposed Pad",14-HTSSOP
Step-Down,Positive,Buck,Fixed,1,2.7V,5.5V,3.3V,-,600mA,2MHz,Yes,-40°C ~ 85°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Step-Up* Step-Up/Step-Down,Positive* Isolation Capable,Boost* Flyback* Forward Converter* SEPIC,Adjustable,1,3.1V,75V,3.1V,76V (Switch),800mA (Switch),50kHz ~ 1.5MHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Down,Positive,Buck,Adjustable,1,7V,75V,1.225V,70V,2.5A,50kHz ~ 500kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"20-PowerTSSOP (0.173""* 4.40mm Width)",20-HTSSOP
Step-Down,Positive,Buck,Adjustable,1,9V,75V,2.5V,73V,500mA,-,No,-40°C ~ 125°C (TJ),Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-VSSOP
Step-Down,Positive,Buck,Adjustable,1,9.5V,95V,2.5V,75V,350mA,50kHz ~ 600kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-VSSOP
Step-Down,Positive,Buck,Adjustable,1,7.5V,100V,1.225V,90V,600mA,Adj to 1MHz,Yes,-40°C ~ 125°C (TJ),Surface Mount,"8-PowerSOIC (0.154""* 3.90mm Width)",8-SO PowerPad
Step-Down,Positive,Buck,Adjustable,1,6V,75V,1.225V,70V,1.5A,50kHz ~ 500kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"16-TSSOP (0.173""* 4.40mm Width) Exposed Pad",16-HTSSOP
Step-Down,Positive,Buck,Adjustable,1,6V,75V,1.225V,70V,1.5A,50kHz ~ 500kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"16-TSSOP (0.173""* 4.40mm Width) Exposed Pad",16-HTSSOP
Step-Down,Positive,Buck,Adjustable,1,6V,75V,1.225V,70V,1.5A,50kHz ~ 500kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"16-TSSOP (0.173""* 4.40mm Width) Exposed Pad",16-HTSSOP
Step-Down,Positive,Buck,Adjustable,1,6V,75V,1.225V,70V,3A,50kHz ~ 500kHz,No,-40°C ~ 125°C (TJ),Surface Mount,"20-PowerTSSOP (0.173""* 4.40mm Width)",20-HTSSOP
Step-Up* Step-Down,Positive or Negative,Buck* Boost,Adjustable,1,2.5V,40V,1.25V,40V (Switch),1.5A (Switch),100Hz ~ 100kHz,No,0°C ~ 70°C (TA),Through Hole,"16-DIP (0.300""* 7.62mm)",16-PDIP
Ratiometric* Step-Up,Positive or Negative,Charge Pump,Adjustable (Fixed),1,3.5V,15V,2.5V (-Vin* 2Vin),30V,100mA,25kHz,No,0°C ~ 100°C (TJ),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Step-Up* Step-Down* Step-Up/Step-Down,Positive or Negative,Buck* Boost* Cuk* Flyback* Forward Converter,Adjustable,1,3V,60V,1.25V,65V (Switch),5A (Switch),40kHz,No,0°C ~ 100°C (TJ),Through Hole,TO-220-5,TO-220-5 Flow 6
Step-Up* Step-Down* Step-Up/Step-Down,Positive or Negative,Buck* Boost* Cuk* Flyback* Forward Converter,Adjustable,1,3V,60V,1.25V,75V (Switch),5A (Switch),40kHz,No,-40°C ~ 125°C (TJ),Through Hole,TO-220-5 Formed Leads,TO-220-5
