Triac,No,1,5000Vrms,600V,1kV/µs,7mA,100mA,3.5mA,100µs ,1.2V,50mA,-30°C ~ 100°C,-,-,-,CSA* UR
Triac,No,1,5300Vrms,800V,5kV/µs,2mA,300mA,-,-,1.2V,60mA,-55°C ~ 100°C,Surface Mount,6-SMD* Gull Wing,6-SMD,BSI* cUR* FIMKO* UR
Triac,Yes,1,4170Vrms,600V,600V/µs,10mA,-,500µA ,-,1.3V,60mA,-40°C ~ 85°C,Surface Mount,6-SMD* Gull Wing,6-SMD,UL
Triac,No,1,5000Vrms,400V,1kV/µs,15mA,-,250µA ,-,1.15V,50mA,-40°C ~ 100°C,Surface Mount,6-SMD* Gull Wing,6-SMD,CQC* CSA* TUV* UL* VDE
Triac,Yes,1,4170Vrms,600V,600V/µs,15mA,-,500µA ,-,1.3V,60mA,-40°C ~ 85°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,UL
SCR,No,1,5300Vrms,400V,500V/µs,20mA,300mA,-,-,1.2V,60mA,-55°C ~ 100°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,UR
Triac,No,1,5300Vrms,250V,10V/µs ,5mA,-,100µA,-,1.2V,50mA,-40°C ~ 100°C,Surface Mount,6-SMD* Gull Wing,-,UR* VDE
Triac,No,1,4170Vrms,600V,1kV/µs,10mA,-,220µA ,-,1.18V,60mA,-40°C ~ 85°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,UR
Triac,Yes,1,4170Vrms,800V,600V/µs,5mA,-,500µA ,-,1.3V,60mA,-40°C ~ 85°C,Surface Mount,6-SMD* Gull Wing,6-SMD,UL
Triac,Yes,1,4170Vrms,800V,600V/µs,15mA,-,500µA ,-,1.3V,60mA,-40°C ~ 85°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,UL
Triac,Yes,1,4170Vrms,800V,600V/µs,5mA,-,500µA ,-,1.3V,60mA,-40°C ~ 85°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,UL
SCR,No,1,4000Vrms,600V,5V/µs,10mA,150mA,1mA,15µs,1.15V,50mA,-40°C ~ 100°C,Surface Mount,6-SMD* Gull Wing,6-SMD,BSI* SEMKO* UR
Triac,Yes,1,4170Vrms,400V,1kV/µs,5mA,-,400µA ,-,1.25V,60mA,-40°C ~ 85°C,Surface Mount,6-SMD* Gull Wing,6-SMD,UL
Triac,No,1,4170Vrms,600V,1kV/µs,10mA,-,220µA ,-,1.18V,60mA,-40°C ~ 85°C,Surface Mount,6-SMD* Gull Wing,6-SMD,UR
Triac,No,1,4170Vrms,400V,-,15mA,-,100µA ,-,1.15V,60mA,-40°C ~ 85°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,UL
Triac,No,1,5000Vrms,400V,1kV/µs,5mA,-,250µA ,-,1.15V,50mA,-40°C ~ 100°C,Surface Mount,6-SMD* Gull Wing,6-SMD,CQC* CSA* TUV* UL* VDE
Triac,Yes,1,5000Vrms,600V,1kV/µs,5mA,-,400µA ,-,1.2V,50mA,-40°C ~ 100°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,
Triac,Yes,1,5000Vrms,600V,1kV/µs,5mA,-,400µA ,-,1.2V,50mA,-40°C ~ 100°C,Surface Mount,6-SMD* Gull Wing,6-SMD,
Triac,No,1,5000Vrms,400V,100V/µs ,15mA,100mA,250µA ,-,1.18V,60mA,-55°C ~ 100°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,
Triac,Yes,1,5300Vrms,600V,10kV/µs,2mA,300mA,500µA,35µs,1.16V,60mA,-55°C ~ 100°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,
Triac,Yes,1,5000Vrms,600V,200V/µs,5mA,100mA,600µA ,-,1.15V,50mA,-40°C ~ 100°C,Through Hole,"6-DIP (0.300""* 7.62mm)* 5 Leads",6-DIP (Cut)* 5 Lead,
SCR,No,1,5300Vrms,400V,500V/µs,14mA,300mA,1mA,50µs ,1.1V,60mA,-55°C ~ 100°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,
Triac,Yes,1,5000Vrms,600V,1kV/µs,5mA,-,400µA ,-,1.2V,50mA,-40°C ~ 100°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,
Triac,Yes,1,4170Vrms,600V,600V/µs,10mA,-,500µA ,-,1.3V,60mA,-40°C ~ 85°C,Through Hole,"6-DIP (0.300""* 7.62mm)",6-DIP,
