Shunt,Fixed,1.225V,-,12mA,±2%,150ppm/°C,-,20µVrms,-,-,65µA,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.5V,-,5mA,±0.2%,50ppm/°C,20µVp-p,36µVp-p,2 V ~ 12 V,275µA,-,-40°C ~ 85°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Series,Fixed,3V,-,5mA,±0.2%,50ppm/°C,20µVp-p,36µVp-p,2 V ~ 12 V,275µA,-,-40°C ~ 85°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Series,Fixed,3V,-,5mA,±0.5%,50ppm/°C,20µVp-p,36µVp-p,2 V ~ 12 V,275µA,-,-40°C ~ 85°C (TA),Surface Mount,SC-74A* SOT-753,SOT-23-5
Series,Fixed,3.3V,-,20mA,±0.1%,75ppm/°C,310µVp-p,-,3.7 V ~ 5.5 V,100µA,-,-40°C ~ 125°C (TJ),Surface Mount,SC-74A* SOT-753,SOT-23-5
Shunt,Fixed,1.235V,-,20mA,±0.3%,20ppm/°C Typical,-,60µVrms,-,-,10µA,0°C ~ 70°C (TA),Through Hole,TO-226-3* TO-92-3 (TO-226AA),TO-92-3
Shunt,Fixed,2.5V,-,10mA,±0.2%,25ppm/°C,-,-,-,-,400µA,0°C ~ 70°C (TA),Through Hole,TO-226-3* TO-92-3 (TO-226AA),TO-92-3
Shunt,Fixed,2.5V,-,10mA,±0.4%,25ppm/°C,-,-,-,-,400µA,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series* Shunt,Fixed,5V,-,10mA,±0.2%,20ppm/°C,2.5ppmp-p,2.5ppmrms,6.5 V ~ 40 V,1.5mA,800µA,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Shunt,Fixed,5V,-,10mA,±1%,34ppm/°C,-,-,-,-,700µA,0°C ~ 70°C (TA),Through Hole,TO-226-3* TO-92-3 (TO-226AA),TO-92-3
Series,Fixed,2.5V,-,40mA,±0.1%,20ppm/°C,10µVp-p,10µVrms,3.4 V ~ 20 V,165µA,-,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,5V,-,40mA,±0.1%,20ppm/°C,20µVp-p,20µVrms,5.9 V ~ 20 V,225µA,-,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,5V,-,40mA,±0.2%,20ppm/°C,4µVp-p,4µVrms,5.9 V ~ 20 V,240µA,-,0°C ~ 70°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
Series,Fixed,2.5V,-,5mA,±0.05%,10ppm/°C,32µVp-p,48µVrms,3 V ~ 18 V,80µA,-,0°C ~ 70°C (TA),Surface Mount,SOT-23-6 Thin* TSOT-23-6,TSOT-23-6
Series,Fixed,5V,-,5mA,±0.05%,10ppm/°C,80µVp-p,118µVrms,5.5 V ~ 18 V,80µA,-,-40°C ~ 85°C (TA),Surface Mount,SOT-23-6 Thin* TSOT-23-6,TSOT-23-6
Series,Fixed,3V,-,10mA,±0.15%,40ppm/°C,8µVp-p,-,3.2 V ~ 12.6 V,8.5µA,-,0°C ~ 70°C (TA),Surface Mount,"8-SOIC (0.154""* 3.90mm Width)",8-SOIC
Series,Fixed,1.25V,-,5mA,±0.1%,10ppm/°C,2.4ppmp-p,-,2.7 V ~ 13.2 V,560µA,-,-40°C ~ 125°C (TA),Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Series,Fixed,2.048V,-,5mA,±0.025%,2ppm/°C,0.25ppmp-p,-,3 V ~ 13.2 V,7.5mA,-,-40°C ~ 125°C (TA),Surface Mount,"8-TSSOP* 8-MSOP (0.118""* 3.00mm Width)",8-MSOP
Series,Fixed,2.5V,-,15mA,±0.04%,10ppm/°C,16µVp-p,12µVrms,2.7 V ~ 12.6 V,85µA,-,-40°C ~ 125°C (TA),Surface Mount,SOT-23-6,SOT-23-6
Series,Fixed,5V,-,15mA,±0.04%,10ppm/°C,40µVp-p,26µVrms,5.2 V ~ 12.6 V,85µA,-,-40°C ~ 125°C (TA),Surface Mount,SOT-23-6,SOT-23-6
Series,Fixed,1.25V,-,5mA,±0.4%,75ppm/°C,13µVp-p,15µVrms,2.5 V ~ 12.6 V,125µA,-,-40°C ~ 85°C (TA),Surface Mount,TO-236-3* SC-59* SOT-23-3,SOT-23-3
